CHROM_ref1 CHROM_ref2 POS_ref1 POS_ref2 CHROM_schf1 CHROM_schf2 POS_schf1 POS_schf2 CHROM_miller1 CHROM_miller2 POS_miller1 POS_miller2 rqtl_chr1 rqtl_chr2 map_pos1 map_pos2 cm_dist_map mb_dist_schf mb_dist_ref mb_dist_miller cm_mb_ref cm_mb_schf cm_mb_miller
3 3 9856610 10044142 3 3 9856610 10044142 utg000001l utg000001l 9137472 9324376 3 3 23.1712307508907 24.711549855624 1.5403191047333 187532 187532 186904 8.21363343180523 8.21363343180523 8.24123135263718
3 3 10044142 10387752 3 3 10044142 10387752 utg000001l utg000001l 9324376 9678744 3 3 24.711549855624 27.1568674019573 2.4453175463333 343610 343610 354368 7.1165494203699 7.1165494203699 6.90050328001766
3 3 10387752 10696062 3 3 10387752 10696062 utg000001l utg000001l 9678744 9987164 3 3 27.1568674019573 27.7041022826492 0.547234880691899 308310 308310 308420 1.7749501498229 1.7749501498229 1.77431710230173
3 3 10704068 11070703 3 3 10704068 11070703 utg000001l utg000001l 9995170 10361745 3 3 27.7041022826492 29.9136810408704 2.2095787582212 366635 366635 366575 6.0266443689806 6.0266443689806 6.02763079375626
3 3 11070703 11299935 3 3 11070703 11299935 utg000001l utg000001l 10361745 10672284 3 3 29.9136810408704 33.3357007330954 3.422019692225 229232 229232 310539 14.9281936737672 14.9281936737672 11.0196132924528
3 3 13048410 13505612 3 3 13048410 13505612 utg000143l utg000143l 469437 15554 3 3 43.3292437844824 44.7676654193671 1.4384216348847 457202 457202 453883 3.14614029440969 3.14614029440969 3.16914631057937
3 3 14989405 16852727 3 3 14989405 16852727 utg000079l utg000079l 4789744 2925560 3 3 52.9592920254086 68.5934247810901 15.6341327556815 1863322 1863322 1864184 8.39046217222869 8.39046217222869 8.38658241658629
3 3 16887907 17546545 3 3 16887907 17546545 utg000079l utg000079l 2888689 2266649 3 3 69.026136248965 71.8670616989755 2.8409254500105 658638 658638 622040 4.31333365218907 4.31333365218907 4.56711055560816
3 3 17546545 18485922 3 3 17546545 18485922 utg000079l utg000079l 2266649 1339220 3 3 71.8670616989755 75.3596232695064 3.4925615705309 939377 939377 927429 3.71795516659541 3.71795516659541 3.76585331117627
3 3 18485922 18651496 3 3 18485922 18651496 utg000079l utg000079l 1339220 1174079 3 3 75.3596232695064 75.6523219552848 0.292698685778404 165574 165574 165141 1.7677816914395 1.7677816914395 1.77241681822445
4_group2 4_group3 818652 11651268 4 4 26410875 26163825 utg000136l utg000136l 859666 1032074 4 4 0 0.114533160364068 0.114533160364068 247050 NA 172408 NA 0.463603158729277 0.664314651083871
4_group3 4_group3 11651267 11519000 4 4 26163824 26031557 utg000136l utg000136l 1032074 1163759 4 4 0.279970261920682 0.623761941176607 0.343791679255925 132267 132267 131685 2.59922489552137 2.59922489552137 2.61071252804742
4_group3 4_group3 11519000 11088978 4 4 26031557 25601535 utg000136l utg000136l 1163759 1602381 4 4 0.623761941176607 1.85823612322537 1.23447418204876 430022 430022 438622 2.87072331659488 2.87072331659488 2.81443744738924
4_group3 4_group3 11071033 9614584 4 4 25583590 24127141 utg000136l utg000136l 1620347 3112943 4 4 2.6091197496729 11.6921986111197 9.0830788614468 1456449 1456449 1492596 6.23645514635034 6.23645514635034 6.08542355831504
4_group3 4_group3 8271667 8052421 4 4 22784224 22564978 utg000197l utg000197l 386359 170629 4 4 17.866333779963 19.6741967949926 1.8078630150296 219246 219246 215730 8.24581983265191 8.24581983265191 8.38021144499884
4_group3 4_group3 6706033 5136829 4 4 21218590 19649386 utg000135l utg000135l 247015 1794056 4 4 27.5235547122062 34.2762222668723 6.7526675546661 1569204 1569204 1547041 4.30324390880096 4.30324390880096 4.36489243314567
4_group3 4_group3 3561554 3220490 4 4 18074111 17733047 utg000129l utg000129l 390513 727872 4 4 42.4854231299388 43.8092243452571 1.3238012153183 341064 341064 337359 3.88138652956131 3.88138652956131 3.92401333688533
4_group3 4_group3 1298827 1022225 4 4 15811384 15534782 utg000142l utg000142l 1097560 1366952 4 4 54.2006313231159 55.5499024983068 1.3492711751909 276602 276602 269392 4.87802393037975 4.87802393037975 5.00857922726324
4_group3 4_group3 1022225 523947 4 4 15534782 15036504 utg000142l utg000142l 1366952 1883267 4 4 55.5499024983068 56.6190397064861 1.0691372081793 498278 498278 516315 2.14566408346204 2.14566408346204 2.07070723914529
4_group3 4_group5 530628 2383837 4 4 15043185 13533524 utg000142l utg000142l 1876575 3968905 4 4 56.6190397064861 60.1884515003518 3.5694117938657 1509661 NA 2092330 NA 2.36437968117723 1.70595068362338
4_group5 4_group5 1975280 1611114 4 4 13124967 12760801 utg000042l utg000042l 1233154 869832 4 4 62.0232883199192 63.6419101706606 1.6186218507414 364166 364166 363322 4.44473633107264 4.44473633107264 4.45506149019712
4_group5 4_group5 1611114 1153799 4 4 12760801 12303486 utg000042l utg000042l 869832 410694 4 4 63.6419101706606 65.1801365333425 1.5382263626819 457315 457315 459138 3.36360356140057 3.36360356140057 3.35024842788422
4_group5 4_group5 1153799 983354 4 4 12303486 12133041 utg000042l utg000042l 410694 240423 4 4 65.1801365333425 65.8546493236796 0.67451279033709 170445 170445 170271 3.95736331565661 3.95736331565661 3.9614073467419
4_group5 4_group5 583117 836000 4 4 11732804 11985687 utg000074l utg000042l 4022914 94960 4 4 66.2097358287368 66.2097358287368 0 252883 252883 NA 0 0 0
4_group5 4_group5 836000 516084 4 4 11985687 11665771 utg000042l utg000074l 94960 3956032 4 4 66.2097358287368 66.2097358287368 0 319916 319916 NA 0 0 0
4_group5 4_group1 516084 763852 4 4 11665771 11101995 utg000074l utg000074l 3956032 3383174 4 4 66.2097358287368 67.7709568383532 1.5612210096164 563776 NA 572858 NA 2.76922219040258 2.72531938039864
4_group1 4_group5 763852 137482 4 4 11101995 11287169 utg000074l utg000074l 3383174 3574074 4 4 67.7709568383532 67.7709568383532 0 185174 NA 190900 0 0 0
4_group5 4_group1 137482 844016 4 4 11287169 11021831 utg000074l utg000074l 3574074 3303378 4 4 67.7709568383532 68.0971701701364 0.326213331783194 265338 NA 270696 NA 1.22942560727523 1.20509106814727
4_group1 4_group1 844016 2483000 4 4 11021831 9382847 utg000074l utg000074l 3303378 1655107 4 4 68.0971701701364 75.861814466946 7.76464429680961 1638984 1638984 1648271 4.73747412836831 4.73747412836831 4.71078135622698
4_group1 4_group1 2483000 3431586 4 4 9382847 8434261 utg000074l utg000074l 1655107 733543 4 4 75.861814466946 80.1738216909939 4.3120072240479 948586 948586 921564 4.54572091939782 4.54572091939782 4.67901005686844
4_group1 4_group1 3431586 3614303 4 4 8434261 8251544 utg000074l utg000074l 733543 536199 4 4 80.1738216909939 81.0010796570777 0.827257966083792 182717 182717 197344 4.52753693462454 4.52753693462454 4.19195904655724
4_group1 4_group1 3614303 4134304 4 4 8251544 7731543 utg000074l utg000074l 536199 93253 4 4 81.0010796570777 82.3481467273043 1.3470670702266 520001 520001 442946 2.59050861484228 2.59050861484228 3.04115415925779
4_group1 4_group1 4323911 4553386 4 4 7541936 7312461 utg000111l utg000111l 2105722 1876357 4 4 83.2030168900091 83.8775296803463 0.674512790337204 229475 229475 229365 2.93937374588606 2.93937374588606 2.94078342527065
4_group1 4_group1 4553386 4709930 4 4 7312461 7155917 utg000111l utg000111l 1876357 1724979 4 4 83.8775296803463 84.475674781534 0.598145101187697 156544 156544 151378 3.82093916846188 3.82093916846188 3.95133441575194
4_group1 4_group1 4709930 4848766 4 4 7155917 7017081 utg000111l utg000111l 1724979 1586142 4 4 84.475674781534 85.1629158163889 0.687241034854907 138836 138836 138837 4.95002041873078 4.95002041873078 4.94998476526363
4_group1 4_group4 4848766 13703 4 4 7017081 6573258 utg000111l utg000111l 1586142 1185937 4 4 85.1629158163889 85.1629158163889 0 443823 NA 400205 0 0 0
4_group4 4_group4 13703 328276 4 4 6573258 6258685 utg000111l utg000111l 1185937 863437 4 4 85.1629158163889 88.3935743604353 3.23065854404639 314573 314573 322500 10.2699803989738 10.2699803989738 10.0175458730121
4_group4 4_group4 328276 1014807 4 4 6258685 5572154 utg000111l utg000111l 863437 172124 4 4 88.3935743604353 92.0897563399535 3.6961819795182 686531 686531 691313 5.38385299355484 5.38385299355484 5.34661141844317
4_group4 4_group4 1473335 2087286 4 4 5113626 4499675 utg000109l utg000109l 116680 728451 4 4 92.5116008608554 95.2690385305545 2.7574376696991 613951 613951 611771 4.49129925629098 4.49129925629098 4.50730366378776
4_group4 4_group4 2110312 2365837 4 4 4476649 4221124 utg000109l utg000109l 751467 1004646 4 4 96.42144348141 97.0581956815901 0.636752200180112 255525 255525 253179 2.49193699317136 2.49193699317136 2.51502770838068
4_group4 4_group4 2365837 3005305 4 4 4221124 3581656 utg000109l utg000109l 1004646 1646977 4 4 97.0581956815901 99.3223367323308 2.26414105074069 639468 639468 642331 3.54066356837354 3.54066356837354 3.52488211022151
4_group4 4_group4 3005305 3193710 4 4 3581656 3393251 utg000109l utg000109l 1646977 1841518 4 4 99.3223367323308 99.9584115329539 0.636074800623106 188405 188405 194541 3.37610360989945 3.37610360989945 3.26961823277924
4_group4 4_group4 4638028 5549664 4 4 1948933 1037297 utg000053l utg000053l 53331 945170 4 4 101.052881932556 101.383759758084 0.330877825527992 911636 911636 891839 0.362949494675497 0.362949494675497 0.371006230416019
4_group4 4_group4 5587639 6236353 4 4 999322 350608 utg000053l utg000053l 978444 1663180 4 4 101.383759758084 101.383759758084 0 648714 648714 684736 0 0 0
XR_group8 XR_group8 3963841 5562316 XR XR 26588190 24989715 utg000043l utg000043l 1053151 2676297 X X 7.15284024129033 14.7884993314402 7.63565909014987 1598475 1598475 1623146 4.77683985683221 4.77683985683221 4.70423430187418
XR_group8 XR_group8 5562316 6098158 XR XR 24989715 24453873 utg000043l utg000043l 2676297 3273648 X X 14.7884993314402 20.2107992880651 5.4222999566249 535842 535842 597351 10.1192141650429 10.1192141650429 9.07724262054454
XR_group8 XR_group8 6098158 6879187 XR XR 24453873 23672844 utg000043l utg000043l 3273648 4049061 X X 20.2107992880651 21.8194767080377 1.6086774199726 781029 781029 775413 2.05968974259932 2.05968974259932 2.07460723507679
XR_group8 XR_group8 6879187 7011729 XR XR 23672844 23540302 utg000043l utg000043l 4049061 4181524 X X 21.8194767080377 22.142334491829 0.322857783791299 132542 132542 132463 2.43589038788685 2.43589038788685 2.43734313575338
XR_group8 XR_group8 7011729 7169827 XR XR 23540302 23382204 utg000043l utg000043l 4181524 4339445 X X 22.142334491829 22.7786301391639 0.636295647334901 158098 158098 157921 4.02469131383636 4.02469131383636 4.02920224248137
XR_group8 XR_group8 7169827 7349432 XR XR 23382204 23202599 utg000043l utg000043l 4339445 4515227 X X 22.7786301391639 24.0414664058945 1.2628362667306 179605 179605 175782 7.03118658573313 7.03118658573313 7.1841045541102
XR_group8 XR_group8 7349432 7712803 XR XR 23202599 22839228 utg000043l utg000043l 4515227 4876702 X X 24.0414664058945 29.0677448557921 5.0262784498976 363371 363371 361475 13.8323599018568 13.8323599018568 13.904913064244
XR_group8 XR_group8 7712803 8158494 XR XR 22839228 22393537 utg000043l utg000043l 4876702 5322945 X X 29.0677448557921 34.1681827726624 5.1004379168703 445691 445691 446243 11.4438880678997 11.4438880678997 11.4297320448059
XR_group8 XR_group8 8238685 8358083 XR XR 22313346 22193948 utg000043l utg000043l 5403044 5522372 X X 34.9021951299819 35.0288853877713 0.126690257789399 119398 119398 119328 1.06107520887618 1.06107520887618 1.06169765511363
XR_group8 XR_group8 8358083 8564440 XR XR 22193948 21987591 utg000043l utg000043l 5522372 5725007 X X 35.0288853877713 35.7184735025309 0.689588114759601 206357 206357 202635 3.34172388026382 3.34172388026382 3.40310466977374
XR_group8 XR_group8 8564440 8969711 XR XR 21987591 21582320 utg000043l utg000043l 5725007 6119972 X X 35.7184735025309 37.7159012380769 1.997427735546 405271 405271 394965 4.92862241696545 4.92862241696545 5.05722718606966
XR_group8 XR_group8 9139795 3499637 XR XR 21412236 21240316 utg000154l utg000141l 130434 571362 X X 38.1740458995392 38.1740458995392 0 171920 5640158 NA 0 0 0
XR_group8 XR_group8 3499637 3115919 XR XR 21240316 20856598 utg000141l utg000141l 571362 186245 X X 38.1740458995392 41.1574166826213 2.9833707830821 383718 383718 385117 7.77490444306001 7.77490444306001 7.7466608409447
XR_group8 XR_group8 3115919 3007165 XR XR 20856598 20747844 utg000141l utg000141l 186245 71818 X X 41.1574166826213 42.050883954429 0.893467271807694 108754 108754 114427 8.21548882622886 8.21548882622886 7.80818575867316
XR_group8 XR_group8 2677258 2450446 XR XR 20417937 20191125 utg000133l utg000133l 497915 271279 X X 44.7081256925455 45.9815665169314 1.2734408243859 226812 226812 226636 5.61452138504974 5.61452138504974 5.61888148566821
XR_group8 XR_group8 1633767 896364 XR XR 19374446 18637043 utg000128l utg000128l 360856 1142904 X X 48.0233137798415 50.5139969794323 2.4906831995908 737403 737403 782048 3.37764180453673 3.37764180453673 3.18482139151407
XR_group8 XR_group8 896364 115366 XR XR 18637043 17856045 utg000128l utg000128l 1142904 1768316 X X 50.5139969794323 52.5275337132017 2.0135367337694 780998 780998 625412 2.57815863007255 2.57815863007255 3.21953645559951
XR_group8 XR_group6 115366 12502026 XR XR 17856045 16928287 utg000128l utg000128l 1768316 3012604 X X 52.5275337132017 57.013815501771 4.4862817885693 927758 NA 1244288 NA 4.83561638764559 3.60550112881367
XR_group6 XR_group6 11840006 11096482 XR XR 16266267 15522743 utg000076l utg000076l 6015336 5248332 X X 60.4970769685523 65.147142569194 4.6500656006417 743524 743524 767004 6.25408944518496 6.25408944518496 6.06263539778372
XR_group6 XR_group6 11096482 10912837 XR XR 15522743 15339098 utg000076l utg000076l 5248332 5063438 X X 65.147142569194 65.9440122606283 0.796869691434296 183645 183645 184894 4.33918533820303 4.33918533820303 4.3098731783308
